comparisonID,image1,image2,win1,win2,tie
19794,08488e3c3c7ac9e6,b192d2ce4ed5697c,1,8,2
19795,910e2c9cc9cae73d,c5a6b2bcac383078,5,4,1
19796,2335b08dad919119,5c1e26d6c49c598d,4,6,0
19797,03b331323a1a1a3d,6367c6869d3686ca,3,1,6
19798,1e9e6a2bc6cecb86,a45b5246a4a49913,5,5,0
19799,1b1e284043217c3c,dc1cb7f63d89796c,1,9,0
19800,6462d9cbb9bb93b1,68f8b1d1692a1f0f,10,0,0
19801,cdcec6e6c6f3960d,d898999bd80c1dbc,0,7,3
19802,a2223332aae6d296,b69692b1b1d25232,10,0,0
19803,52868499890e276b,c541a1bccceccc8c,10,0,0
19804,06068987a525ede7,a6fccc6f5a92e4b2,3,7,0
19805,c03e36248dc14ac1,e68c773d0692c9d9,3,7,0
19806,88996c2626b49e7c,e6e5a529686968e8,0,9,0
19807,d8d0db536effff7f,f366665d9e1e0626,10,0,0
19808,9be56c5f1f1e2f7b,e4d4c4e8f8f860f0,8,2,0
19809,4c69f1d0c98db6b3,ececece6e6d6b0f6,4,5,1
19810,a2d2f864f0b8b0b4,e7c9e9e1c1c9cdc9,1,9,0
19811,9b9b0f8484606060,dadada202898939b,9,1,0
19812,2282a393c2a33319,f4f4f030a089acb4,7,2,1
19813,00939335139d9db1,9090bb3f75b59613,8,2,0
19814,682acbc785818321,c8cac9ad20e9e0c8,10,0,0
19815,8222616172623230,bfdfc7d373333317,8,2,0
19816,1edc98f2e365648f,83434b2c6c7c5352,6,2,2
19817,36929498d8d47392,f0e088c8e8faf2e2,0,10,0
19818,506a2381a0acc4ac,6ea2b2b1d8ca9293,5,4,1
19819,4211cd3b34e465a4,f3e6c0ad8ee6e5e3,2,7,1
19820,1b9ab7694b476c7c,e0e2a2dcd0d0e021,1,2,7
19821,6c79585e48583a1b,e2dadad4603175ac,1,9,0
19822,4acac8e8e88ceccc,faa227b23a164af8,8,0,2
19823,252d686a9889e924,c4566af4ca8adb79,7,3,0
19824,79d898280c48c9f1,cc8e0e2298ce0108,10,0,0
19825,008d2294c4839288,36176773335bdaee,5,5,0
19826,69349c696b333727,f260e1c2c9ad4589,5,3,2
19827,108888f960646666,7433bc31e3c5d9b1,2,8,0
19828,19e9999b133b2b39,e0f382d5dd25b7bc,4,2,4
19829,3e5e4e43140592d2,a8ecc889998a2ab3,1,8,1
19830,2c725a3b2975791b,2f0d95131bb6b69a,10,0,0
19831,2035a9303490b1b0,60b0d4d29643431a,1,9,0
19832,6470ccd694999a6a,c3d6d7e547d6d54b,10,0,0
19833,6466b9b188d8d963,e1f59988448e9f8d,10,0,0
19834,0aca729899a6ae86,3c24a7272561a50d,0,4,6
19835,18d8b734b4e630d0,e2b4f5e466feb8f1,3,6,1
19836,5e502687ae38a3b6,f4f0f0eb6a7a3207,2,6,2
19837,86e3691426ccd95c,c6cecad3b4f4d8d8,5,3,2
19838,1393894cf666ce0d,e36362baadeccb3f,8,2,0
19839,e0b070e3ca06d9c8,ec4ee694eee9e8fc,10,0,0
19840,12104444743a19b8,986e6dec6e18bfff,7,3,0
19841,71b999e1e69bb7a7,b3353953345ed978,1,9,0
19842,34316366c1a5a4f3,70d97979791959ed,9,1,0
19843,b053523270b0f260,b4b5a78c148c8c8c,8,2,0
19844,7149696a606119cb,c3c3a531b19db427,1,9,0
19845,805e1eb9c9cb898e,be1a92d8e9e96860,6,1,3
19846,9d95c7de8c948d99,ed6c6cec89eccccc,3,5,2
19847,4f5f189ee9ddd69c,646821f114586bc6,0,9,1
19848,58acacac18525252,83e3f7e3c948368f,1,9,0
19849,c2783373624a3595,f6c56672a4ccc8c9,4,6,0
19850,333333668d89cb6b,8f9399a1a1d9d846,8,2,0
19851,00711c96d2d25200,2309a9a15db3475e,4,2,4
19852,8a19368c84d6942d,d99898a8a0a890b8,10,0,0
19853,191bd85c5a522c65,fd7cc487afdbcb6b,5,5,0
19854,590d191b2761dee2,e1a0eae2c4ceca4a,3,5,2
19855,8696d68636272eb2,f2f7e66e6e64a496,3,7,0
19856,87a6a5c444f2aac4,cf5551590cb68e4c,5,0,5
19857,b1f9f9b6feececc3,e06080d968dd8c9e,2,7,1
19858,28a824726a7359b9,930c292726364689,0,10,0
19859,0098882a295ab200,797027e291d3e7ef,0,10,0
19860,b8e0d45179695fcc,dea6c7c1b7b2aec6,0,10,0
19861,6c6c32e72d1213f3,88989d9b1b626028,9,1,0
19862,6c35a713a3d31b38,d0e8e4d0f9a1d1c9,1,4,5
19863,6168ca1b5b860b4e,99195664e1c9c185,2,5,3
19864,737373ea59d01c35,b62586b494048bb9,2,8,0
19865,22d0d8f8b85a76e6,80ae8fc5c04624e6,6,2,2
19866,73494949d0dc7017,dce1e93771cdb1b3,1,7,2
19867,121a38393950d24f,ddfdf9717cb46a58,3,6,1
19868,ac4c4c648086cec8,c9c2f731b1336361,4,6,0
19869,232bd4d5f90d8f2a,e4f4f47f937b6ac3,4,6,0
19870,849999d1c98990be,a5cd91b16deded45,5,3,2
19871,0df2a25b5919180a,c58dd5b4cce25bd9,4,6,0
19872,dbdececee6667262,f0d0d1aaa8bde553,10,0,0
19873,1d59d947b5261696,a1a999768782a6a6,2,7,1
19874,132118735b986747,3f0f8bcd7571d386,2,5,3
19875,c0e63c30a684ae3c,e676777721b4e2e7,7,3,0
19876,43b0782ca4985a11,8ed6f12c562be66a,1,9,0
19877,686969fce8e0f4e1,c0d1d0f03138f0f0,2,8,0
19878,b4ec99ddc9c91042,c4c4f0c8f468e060,2,5,3
19879,9633509333533769,d4eb6b63a4a4a467,9,1,0
19880,2a8a8ce4e0e4ccec,315a4ef2191e5e17,0,0,7
19881,6666e7cd1e6959c4,d8f0b4b2be6a6a6a,0,9,1
19882,8c4a6446899296c2,de7f678abff52d0f,3,7,0
19883,818dcc8c0c0c8d8d,e6f6f4f8c9e464f2,1,9,0
19884,364767d989995bf3,6de75171696d6dd7,1,9,0
19885,6171d24a989290f8,6625a5e4a5d46474,3,7,0
19886,0625d3a3a60c8c1c,f888c96d6c6e262d,6,4,0
19887,0684b4b2bcb93a27,a9c94d499cbd3937,1,9,0
19888,4e47d4e4a4decae6,d292a01299c83286,5,4,1
19889,9e9ada98a4e4acc8,c7612169213a6e22,3,7,0
19890,6c89929acb4c888c,ab18b4e1d9a36e4e,7,3,0
19891,31d1979ffcdeeee6,a13032b2b0b52326,3,7,0
19892,6c6c2c4849c8c83e,a13599b8b0d9d9ca,0,10,0
19893,4327379b28088624,acdbd1b1b1533191,0,10,0
19894,9191c1b373527634,c4f5ddfcf4f4645c,9,1,0
19895,c12935f15d19974a,dadada202898939b,6,4,0
19896,46b1f1d08042928c,ee6e606051703939,1,9,0
19897,baaf576723636377,f4f43072b278f481,10,0,0
19898,b9fa69e8e1c3927a,da5a79d3c696878b,4,1,5
19899,2a2ae2b69296ee66,c13130d94eca8da9,0,10,0
19900,9cace2d9ddd99f8f,f8f0b08424a1b0b2,0,10,0
19901,3862e5cabeee4960,e399a9ccd4ccdcdd,3,1,6
19902,2e2f11a949838f2f,652e26733327e75b,0,10,0
19903,6168ca1b5b860b4e,e7b6b6f8f1bb4974,3,6,1
19904,7f3fff7fba93c484,96063f7c7d696971,3,6,1
19905,233bdbeeaaaab2b2,333535dae27d76f6,6,4,0
19906,23b48fb7b1bd2525,36c9c9f068d19676,5,1,4
19907,673ba6646d6969ed,f4f4f030a089acb4,2,7,1
19908,4d4a576c36781d11,e3c3cbc7c74b43a7,6,0,4
19909,b232abcbdadcf574,fbab26a49696a42d,5,4,1
19910,31c05f9bc952d718,c39793541c296464,0,10,0
19911,1171078d858e18d4,a9199dcdcdcda5ac,0,10,0
19912,bb2b37a686be3016,f363d7d1dd372bab,3,4,3
19913,2808049d2d5c14b4,9eb8f86874394ba4,3,7,0
19914,0f70e9d3527e8696,139a94d236acec2c,8,0,2
19915,a31a9e3c2a48694d,b564f0c8485028cc,10,0,0
19916,332266ca39313113,e3a2abe121cbc9c9,3,7,0
19917,30b22627524d8000,f3f73f1171486c69,8,1,1
19918,e4b2ba3acee4e8f8,fcec6cad56565646,10,0,0
19919,01e1a5b6bacc1c19,9065138444671a9a,0,10,0
19920,870c979fc76bbd46,f8bbd89c1da5a7f6,6,4,0
19921,46c6c65266e2da59,cfc9c7c7e6769691,1,9,0
19922,46971b59198e5587,f1f13537146726ad,0,10,0
19923,3c694a1a192c2c4c,86861c0f5e329292,3,6,1
19924,7cbce8c4ccccc438,9e98c6d473b98919,2,8,0
19925,469ad73d79f3702c,dbd29a2a61d0302b,0,10,0
19926,9d9b51d9a3e3e3ea,bcb0d9da8c945246,8,2,0
19927,0f0f2723a3ad82c0,e1e0414d63668cdc,9,0,1
19928,0c161e1c656561c5,591293b3b795455f,7,0,3
19929,394983a796c96b2d,b52134397934642d,1,9,0
19930,393c373ec4c446ce,cc5aeae292f1b191,0,10,0
19931,430b4343a5820151,52929699c8cacece,9,1,0
19932,ceec66688783838d,f879b8b19989c874,5,5,0
19933,5a5ed1cbcac8cada,e0f0325d63a00995,10,0,0
19934,00747c3cb296145a,9bd3e3aecee6c6b6,1,9,0
19935,ac4958de9e12b036,ce3430742d2dc464,2,7,1
19936,927a32e46c6d69f3,f449c9c89c898926,4,3,3
19937,6373b262e4e1e839,6bb3b694c5c39b93,6,2,2
19938,32b3b52a26c23230,bd352a6ce86cea96,3,7,0
19939,7cd0d011a92969e4,c68e5868f2e2e0e0,10,0,0
19940,0dada9a9a94d6b59,e163cb9b8d464e5a,0,7,3
19941,35b1da666e4ad7a4,6cd4b0d4d449cc0c,0,8,1
19942,0401989432232248,e6c6c6f4d8dcdcda,9,1,0
19943,71657574c6d2b5a5,d0e166142a6a72f3,4,6,0
19944,bee6dcbdb1b1db86,ecfc387930135a3a,3,5,2
19945,0f26ece4e4dcd869,66a6a692cc84266b,6,4,0
19946,4b482c31ed692499,e7fc9811476364cc,10,0,0
19947,8cccb3132a14c6a9,b8f343c21efce083,4,6,0
19948,9e3d9cd39bc8481a,ceceeae0e8d0d2f0,1,9,0
19949,58a8ae9c97120a10,98d1f264b3236d74,1,9,0
19950,97a6b0b0f494c84c,d8f8fcb633b733f3,6,4,0
19951,63b0302dad5d4ccd,656a61a3302039b1,1,8,1
19952,5b490cc2da766358,c9c1c1d909293313,1,9,0
19953,19c3514160183b9b,7178f1d2c871f0e0,1,9,0
19954,736361bbacce8a8e,dcc54c589cac7032,3,6,1
19955,38dccce693adeca5,dbcacc7c323662be,2,8,0
19956,80028ca892313130,9c8484d432364ccc,10,0,0
19957,171fd1e43c3d1c6f,73ea8f96cb2fefd9,10,0,0
19958,811ff6edb9f2252d,d6f63826166f614f,2,8,0
19959,7c6464e08d19d941,f0694b187f1f2f5f,0,9,1
19960,73f2b2b2b474b486,d864249b09180603,1,9,0
19961,3eae662cac8c0ccc,565eda5e363030b4,9,1,0
19962,42c9498c8ccf8a92,e4cbd98d0c49e38e,1,7,2
19963,3169d6596aa6cec7,97931f9c862b5b19,3,6,1
19964,052f2b2759d264a9,51783c345458180c,8,2,0
19965,9a9ad0d2d2e6fa30,b4b4d1ffeaeea3aa,0,10,0
19966,33736b6f3d36d6c9,64e8eddddfce8cd9,8,2,0
19967,2933616969693217,b69692c2de9b8b6e,2,8,0
19968,83879ca4e6e5a4e4,d06031dd6cb59516,9,1,0
19969,1514363226676e66,e0c0c4e5466eecf0,6,2,2
19970,3031e9d9d9f975cd,3060d253dad4d4d0,0,10,0
19971,0b4339216f7b7513,fff1f1b072f03060,0,10,0
19972,3dfcb8e862663494,7155f8cdd1ea636d,4,4,2
19973,95d4c9c999b949c9,b2262bdadc983030,0,7,3
19974,0a4ddc9692868d28,97838993c8c999d6,1,9,0
19975,99f15313879dbbf4,d69272662b3d7cb6,2,8,0
19976,52b34b495ab28254,a4ad2732dc715b43,4,5,1
19977,10e1254779794651,ab07720463c0e09c,5,2,3
19978,169618dc909b8d74,a3a3797469283a49,0,10,0
19979,260b9212156d7539,d07848ec4268f113,3,7,0
19980,c2525654cdc8c9c9,e0e080ce99e1e2f2,7,3,0
19981,0f3ee6b6120a3494,78664a0be2e1e144,0,10,0
19982,2850e2632d6d6a6a,f0f1f8f323554a4a,4,3,3
19983,5230b1b2b2f0f0f0,dbe3f3f3e37f74e5,9,1,0
19984,b77266e0093122c9,c8c9b8f8eefcde4e,7,1,2
19985,7880c464cad8e56d,c9739ededbd97979,0,8,2
19986,81c9646424282d2d,d0f89cac67a3a5d5,6,3,1
19987,61601c985c563a2a,a3f8d0c84c692db8,3,6,1
19988,1fdd7c2ca192e666,36347c39afaf2f1e,10,0,0
19989,39b035232347949c,f666a6cdd25a5cb0,8,2,0
19990,4060441a9ba8e5fd,cfcc383ab894db69,5,1,4
19991,937256c09d383943,f9f90ca080e3aba1,9,1,0
19992,0c2d494c7efefe1e,7271727173b4643c,4,5,1
19993,32323149494c4868,396b52a3b236b2d3,1,9,0
19994,ed6f636766d39383,f87818b6a765c5c7,3,6,1
19995,9c5c69e8d69cb870,e0f0ed9932409801,7,3,0
19996,894e46e62fff5b5b,fcd8f4d6d6b2f4e3,9,1,0
19997,4161282f978603b1,f0e010121029671f,2,7,1
19998,98191e1624797939,c9c8f2d3d3d3d31d,8,1,1
19999,65429298d1534f67,c86d4d58c6ce3bf9,8,2,0
20000,6a5a668c4e6666e4,ec9fb8d4e7ba4f4c,9,1,0
20001,0321a9e96b2c3432,eb176e6b5a8dab33,2,8,0
20002,2527bbb9bcb8707a,d0f27b3eb6975317,0,10,0
20003,1365edc94936f732,2c91e6e6e7e72653,6,4,0
20004,8787c7b1e3d8f068,e999d9589ed95354,6,2,2
20005,00f2f3c28f8c9a00,311ae6aa4c8ac362,1,8,1
20006,999c9c9ddc5ce829,e3c3cbc7c74b43a7,7,3,0
20007,d46c3776a6f0fa5a,f373727219bd3429,8,1,1
20008,4ee633acf8d4d49b,dbdac2aec8591949,5,2,3
20009,3ce4d552c9c9f878,464663b2e2c6ca88,7,2,2
20010,7c3a94c494a4a890,d0b0a0d8f8d032f0,5,4,1
20011,39e60e3a2b4ef2b1,a6a271f48441ecce,2,8,0
20012,30b8f8b87d79a7e6,664b4b333773f3f3,7,2,1
20013,13258869b1317164,2f7d1f1713d7ce2e,10,0,0
20014,00439e1c10c93319,ccaf4fd39323932b,2,8,0
20015,06b939b9b999db73,20e1e96ab2d1d3d3,1,9,0
20016,4ee633acf8d4d49b,5614b4df3b6b59f9,4,5,1
20017,0fffd4ac2494c5f4,98bb66949b6787f8,5,2,3
20018,d656e6cf9fb4a4c6,e7c67274d4585a66,0,8,2
20019,38999d9c5c58182d,e0b2b2322686c66e,0,10,0
20020,aca7bbb93910c6cc,e3c434cfc9511e86,8,1,1
20021,1629a86c6c6a3ce3,6951c0646c6a6257,5,4,1
20022,90ac4f9684cd9626,b1d23131899f1b19,0,10,0
20023,2c34b4b9b2b2b4bc,8d89521a9ccc4991,4,0,6
20024,b96d30948eb2bbf9,dad29edd99d99ab7,4,5,1
20025,3304b0985353532f,b130f06230342424,0,10,0
20026,38d9d49e87c64565,e4f8dc772612a3af,7,3,0
20027,b232abcbdadcf574,b6ccc4e3bd362766,5,5,0
20028,b436664b33a4ba9a,f17174fce1a590c4,6,1,3
20029,1010187573ebe666,969898f9e9f0f8ab,5,1,4
20030,238787ce4d50c664,e3595a6661282223,10,0,0
20031,242733b09a4e4646,bae6b292f4f0903b,4,5,1
20032,7dd8ec3d372e6451,f8f8e8ce06399949,6,3,1
20033,b4d062f2d3e76161,c9b384e6a48c1b8b,4,6,0
20034,ce7022404e81898d,e0a1a0a035185850,6,4,0
20035,1c2c0682e33393c9,f33719c8ba2c0f56,7,2,1
20036,1286183171b61a59,d3c1892829392303,2,8,0
20037,96d2ca4a4e6c6c6c,f86252dcdccca726,9,1,0
20038,7cb939a8b429cb29,83c393d74d4d6d7f,10,0,0
20039,675b8d2d75f5f8fa,e0e046b1a8ae4ece,1,8,1
20040,23b48fb7b1bd2525,f1f13537146726ad,5,5,0
20041,0001ad66a6aba3b5,18988183a34b5343,0,10,0
20042,3989ebfb796d2d6b,45cccccce4a8beb6,0,8,2
20043,261636b45a6b4b4b,c3ccccc4948e6456,6,4,0
20044,6191dee3f1313179,a9a8986cbcbcfedc,0,10,0
20045,848dcedcececec62,c3d4d0d9e3261f36,10,0,0
20046,39256c48852fb092,d9f0d1d6caca82c6,2,8,0
20047,91d06828c9cba6ee,f9f2e2ece8eae9e8,2,8,0
20048,565bd3a6e76b1b1a,c0c0c0f4b6ad2d95,0,10,0
20049,a4d0bc3b2b2a3b13,c898689bcdd12626,2,8,0
20050,1edc98f2e365648f,c8c98d2eded5cf06,6,4,0
20051,628fc194c1452622,ecd496969696a666,3,3,4
20052,a6e6c0e3e7703c1c,e4f4e7ce1e1b9606,1,9,0
20053,06f737749685a56d,27262430b0202000,0,10,0
20054,4c6c605973612d79,ff773b5959398bbc,1,8,1
20055,c0e07190f4cd4d44,c1612c99582cbfcd,10,0,0
20056,c2e2dbddc4484147,cc69d4acc9952129,9,1,0
20057,d0ceac3f37e4d3d1,f470bce642c262c2,2,7,1
20058,9639ace6d3d3ccaa,cddd9292b2a6f43c,6,3,1
20059,cce6c6056445360e,ffebe3ef75f1484e,4,5,1
20060,575a54d4d4e4d4b2,c6e2fae4d69e2d23,2,8,0
20061,121b99d9d1925e36,303d37bf391f3a36,6,4,0
20062,9f36fa85927c5c5c,dc489830236c6424,8,2,0
20063,32357de5c1b9959c,d23232dbb793aba2,3,7,0
20064,21a92968383038b8,e45ccc2cc18b5858,8,2,0
20065,b29a8b29a529292b,d9dddf9bd5d4264e,9,0,0
20066,cdf9633333f46a86,fdd31d2cd4a7e760,9,1,0
20067,62b57c4ec3a5763e,e038b89494b4166f,4,2,4
20068,3c7464606cf6f379,c6f4e0fd49b634c9,1,9,0
20069,16134a62aae878b4,e165c198a69299d6,8,2,0
20070,e3dbedd9acacacac,fefefafefafaf470,8,1,1
20071,a084a4a1a1276f4b,f0e0c58db167df3f,1,8,1
20072,309fd399511969f8,d4ccf172e160f5ed,7,3,0
20073,4c2996dcd49e16c6,b3f25964696d60f8,2,6,2
20074,0707270726704d11,cecc98d8998daeb9,6,4,0
20075,6223d4484ca4e9ac,f0694b187f1f2f5f,2,8,0
20076,5a3339024ce8684c,e2d2cce8f4e4e4c6,9,0,1
20077,726acc6686b0ccc7,f14d3bb164686869,2,5,3
20078,08e81096f8789e8e,41d30d4c4ca6a6b3,2,8,0
20079,c3cb9bd797928e2e,f2f2e2e6a0845b71,4,6,0
20080,894c8c8829637276,96667270703caca8,5,1,4
20081,95c3d4b6a2902e6e,de9cb9f6f4ecda99,3,7,0
20082,089e9e2bb9319117,6565656d6dd6d791,3,5,2
20083,c38383d2c556939b,caccdedefcb60e5f,10,0,0
20084,c6c6e8e4e6e4e2a2,e7e31b10242cad34,2,7,1
20085,a63cd8e0a486acc3,f4e42033d1d5acb5,2,7,1
20086,e2db5b1b0fcf6cd8,f9f9f91858f9679d,10,0,0
20087,cba5b2d2d0d87c1c,ff6a72333333332b,7,2,1
20088,27020787e3f2b0dc,4a4868b9d3ca5b53,3,5,2
20089,2ab89d4ce6c42425,5a79fd2a4db82266,6,4,0
20090,0a3130393978fc56,6c5ed6dcbdbd1c18,2,7,1
20091,75514c6a7a3a5ac3,f931c925364dd573,4,6,0
20092,4d51d3b6a0323213,b2e6c8d9d8e4e4c6,0,10,0
20093,a54a1e103e3e5239,eadb8464e2ceee27,7,3,0
20094,6525f4e287eac2d3,c9caca4a494a4cc6,3,7,0
20095,9216148697879438,fbd3c2e3b3f093b3,8,2,0
20096,557d3271d35267ed,98f4ecf5d6e8e1eb,4,1,5
20097,9adada4cd4853c6c,a53d2d2dad3525a5,0,10,0
20098,937256c09d383943,e2969f0f0e444d58,6,4,0
20099,6c6cc484dccc4ac7,8888e655d4c69696,1,9,0
20100,21a92968383038b8,c4e4b8b4b4d4d9dc,8,2,0
20101,405233a2960a5376,f2e2e2e68ab5e4cc,3,7,0
20102,8cac98c8f0f4ccd8,d8c848092592b3b3,3,7,0
20103,1a3e3e363eb8f8e9,cccde9ed151f5591,2,7,1
20104,64653736a6a60572,9828e8c45949e060,2,8,0
20105,09096c2d65459629,3000e06957155dc5,8,2,0
20106,38189a996d6429e8,e2a0c0c0c2e868b2,3,6,1
20107,b0baecf3438fd672,c99676d696b4b4c4,1,9,0
20108,e749cde9291cb0d4,f465e4e4c9c1c181,3,7,0
20109,16949219d99595d6,71f3968cd1d8c2c2,0,1,7
20110,d6c4ccd9dada9690,dcdc2cd4f6f4dcdc,7,0,3
20111,3794d9d197939196,8e9e9eb636361b1e,6,4,0
20112,636224d4f4548cec,726acc6686b0ccc7,3,7,0
20113,21013124646df411,b1b1938e4e489454,1,6,3
20114,b09083a2c2d2f2e4,c82dedf5540c8602,8,1,1
20115,c6f4e0fd49b634c9,fefe7676e2a2d6d2,6,4,0
20116,ed3caa92ced6d75e,f4bcbce9acb694f0,2,6,2
20117,2a62c01c173d077a,cccde5859bab4e3f,7,3,0
20118,9298a8d2d6786c6e,ea6865674596da61,2,8,0
20119,3919366e69667259,94c4c6443cbc9c14,1,7,2
20120,4c7cc190a64f0e92,77361ed2d2e6a426,3,2,5
20121,8706f4cc8f9bf915,939399d2e06971b7,0,10,0
20122,1f4cae8356595a43,71e9ac3a565a939c,0,4,6
20123,0e87dd6943736ec8,49434989a831b511,1,2,7
20124,0301ae7263d95c7c,e56ccdc5c3cbc3a7,9,1,0
20125,8e01204e64f6ef63,c6d2d251584d5571,4,5,1
20126,48f949e9b174b4f0,74646166a6b3f0d9,4,2,4
20127,3e38b8d8999a3634,8d4c0398edda5999,8,1,1
20128,be6aebd638696521,e8e88e88541c1059,2,8,0
20129,e1686e4a4e4d31f2,f2e6d8914e6e16a8,9,0,1
20130,41696cc98b29e9c3,b2f0e0d0494b5a85,1,9,0
20131,4f57f03433081818,4f92f26cb6d4dbdb,3,7,0
20132,6662b982064e6664,bcbcbc26e64cd55d,5,4,1
20133,29199692d2e93731,f3f373b464e9b83e,0,7,3
20134,00984a868eb224a4,230b085e49696221,9,1,0
20135,1f191d17160f33d7,60416cd1e6e67278,0,10,0
20136,2808049d2d5c14b4,e4c464464c6c63e3,1,9,0
20137,6c6d382bc2cea652,8495534aaab03797,4,2,4
20138,46874a18b81a6271,d2c345d15126a4b4,9,1,0
20139,aea978c461c2d252,b2ca99bb3698bbeb,4,6,0
20140,755ec24566ee6474,e3595a6661282223,10,0,0
20141,2c4f6068cc84da4e,ab33339bd3d3f333,0,10,0
20142,a1a58766c9d398bb,cac9cb4323dbe39b,2,8,0
20143,e0f0ecee5ed2f279,effbba2991a1a525,1,9,0
20144,362a52c3c36270d2,96874cced70dec6c,2,8,0
20145,ba0a2a2832329dfc,c0d0d0c2d2c28e8e,5,5,0
20146,65cd9cc66bab2d6d,decde3edfc541571,10,0,0
20147,6330831b4d6dae9b,c3d6d7e547d6d54b,4,2,4
20148,06acda2363f74d69,c5337b587953bb71,2,3,5
20149,161719092e645158,9556669a63658d84,5,5,0
20150,39697131a8a99615,dc9d3c3c2c53d1f5,4,6,0
20151,1bd2d8f260ecbc9c,cc8ea1c5c96e86ce,2,7,1
20152,66666763b195a525,c4456c62b8b37be1,1,9,0
20153,393d302613a3e735,e9f821a65c156c2c,2,7,1
20154,a5b83828f4f53d8d,fcbbe9e69b9396f4,4,5,1
20155,4e05069ad9c8c879,ceeffec79fcddbbe,4,6,0
20156,286860d2c4140ce8,b12d5cd8d8d41d36,0,9,1
20157,15340e9b8ba3720a,72190d4d4b0b4a7e,1,9,0
20158,6f4f4aaf692d2565,fe9eceecd9d85094,2,8,0
20159,09136de4f4d4b96f,cbd695dbe63d6125,6,4,0
20160,26606884e444169e,b5152ba8b89848a9,4,4,2
20161,8064644acfc6951d,a196d4f43ccc69f2,5,1,4
20162,56d9c56498727c75,c4d4d9a9b9b1b1c9,2,8,0
20163,6525f4e287eac2d3,9fda4e0f53734a94,8,2,0
20164,78c66d51d9899e56,fefbfb8e2fec6c2c,0,10,0
20165,4cc4a6a424246463,e0e4c4c2c382c0f0,0,10,0
20166,60b0d4d29643431a,dae0f2c3c183c5c6,2,8,0
20167,74aafecceac8d0e0,d484f062243694a4,0,10,0
20168,30dc0dacb6bd3d36,9183b0b0f8e067e3,6,0,4
20169,36dbc96bd3cbd29d,c7d6c9b636294cd4,4,5,1
20170,6478285d5fba94a6,c14343053627c7c6,5,2,3
20171,1e3eae8ab61c0ba2,60616b63e98bbe3c,9,1,0
20172,6525f4e287eac2d3,d955e0e3e4d82326,4,3,3
20173,0684b4b2bcb93a27,61f0f0b494d0d494,2,8,0
20174,7fcad2d49ca4e491,998b6fc1dbd2c2c2,2,7,1
20175,3165b892d79d9ad2,c3e1556b74c4e137,10,0,0
20176,9d6d576f6c193236,c2b213134363a1c5,0,6,3
20177,9495570f4b65a716,f5e5e6b8d8d8d87c,0,10,0
20178,7ff7b76a66676767,9695c5544b4b4343,4,3,3
20179,d1a8acf8f4ccf372,f9e1fff2f1213524,4,5,1
20180,50d8d9399515291b,63b0302dad5d4ccd,4,6,0
20181,23278a39bc9c4d0d,8d9db030ac248c64,0,5,5
20182,d3d2cac6ce8e293d,e29ae9e4e4e04707,9,1,0
20183,328b5330b2b19d99,f4d90839a9a8a4ec,5,4,1
20184,47b31b0b8c6e6e66,59f1db4848c9d9c9,4,5,1
20185,21219f3b5d5d3127,ecf4b0ad919d6d4d,4,5,1
20186,707868eacece4e8e,e5bbc79d1949b934,7,3,0
20187,011d1b1317599ab9,dbd03071c582a890,2,7,1
20188,020bcab13485dafa,0b37c8f0336264a5,2,5,3
20189,5838b03848a8a4e5,5a0b8b49c8c8dbcb,2,5,3
20190,e3e1e3e3294b4b33,e6e6e5b64e5afbdd,2,8,0
20191,4d56d6f12ecdebb2,f0f06bfad0d07a68,7,3,0
20192,25ad29a5311c1c3a,68ebc2e0cbc45149,7,2,1
20193,c0a0d8569c8d90c0,d0c061e2e2a48aa7,1,8,1
20194,0626162697b73d55,b0f0b2b2b1494724,1,7,2
20195,18bee694d2ca63e1,d658d8c9d9d89022,7,3,0
20196,c49391959296e4a9,db336b5a9c163327,9,1,0
20197,3c9b96079bc7a798,98d1f264b3236d74,0,10,0
20198,83d78cc86ce4e4b3,c6c8e8a5a05aaead,1,9,0
20199,4959342c64199909,dcdaeae2cc258b78,0,10,0
20200,9906e49b939349b8,b32323534b2d72d2,0,8,2
20201,4b550c2b33171713,e6fdbc2ee0e4ac8c,1,5,4
20202,6b6ba2a3aa8aa6e5,8e88d8c864740cb8,0,9,1
20203,3304b0985353532f,4c4c4d33e4755155,5,5,0
20204,a464647413b33c9c,b4d9c9cec62e7611,7,0,3
20205,a1b1b3d39193834b,d02d2d1b5b591944,7,0,3
20206,acad99113171f0f4,fbf3edc550c8c56c,9,1,0
20207,0797b39115399aa3,fcd8f4d6d6b2f4e3,2,8,0
20208,98e9eab24b5ae485,cac8cef866b3cd8c,7,1,2
20209,30f9cd3b622e2636,dbf9f1f325333175,6,4,0
20210,900404f864c861c5,e8ac14d3b5b59495,8,2,0
20211,7030e9d8adac3878,f63f3c268e846569,9,0,1
20212,5b1256142a221415,e8e4d6c5e3a78684,1,5,4
20213,aaadec9c1ece5676,afb1c1cd4d66744d,6,1,3
20214,0f87991919c8c858,d8182cfcd0a8d2c6,3,7,0
20215,7c3a94c494a4a890,f5ed136c6cfcf4f8,4,5,1
20216,9c04664b1fbe43c5,debbdc6c6c8c8ccc,6,1,3
20217,396f879bcb9990a4,e5c7c8eca4f2d4dc,3,7,0
20218,010ac80b329a9bab,d34666a9f3f29aba,5,2,3
20219,03c5e169eb2a3616,c290092329c181c9,1,9,0
