row,image1,image2,win1,win2,tie
961,98988dff9383a30b.jpeg,f0e0ecd979b0954d.jpeg,8,1,1
962,86f6465a46f46d6d.jpeg,9bdb1e1e388bc79c.jpeg,0,10,0
963,212393d6d2926cdc.jpeg,313339f939a6a343.jpeg,5,0,5
964,4129a96c9a3376b1.jpeg,693978f0e0c9cdec.jpeg,5,1,4
965,3e1331319939143c.png,9d8519a3a38494c9.jpeg,10,0,0
966,60186868567e2c18.jpeg,d859b6d2c149a2a9.jpeg,5,3,2
967,bfbf2330644cccae.jpeg,cef6f6bcccccbc8c.jpeg,0,10,0
968,30b1b696e74d3206.jpeg,80e478393c9272dc.jpeg,1,4,5
969,0f079797982c61a9.jpeg,5b6909078c656969.jpeg,10,0,0
970,195b92ca2a270626.jpeg,8e0b0bfad96f9e31.jpeg,10,0,0
971,d8e070f2d2302c0c.jpeg,e7c6ecbc3898c1b8.jpeg,0,10,0
972,69e1e0f6d61b3430.jpeg,85e5e4cc4ccc9bcf.jpeg,5,2,3
973,32334efef09c8a90.jpeg,b7f3d69c3932cc30.jpeg,1,9,0
974,9c969cd7b3f68d80.jpeg,a02434302094a2a2.jpeg,4,0,6
975,91350f4f53190f07.jpeg,e46171f1b0f45514.jpeg,9,0,1
976,c8e092111969a9e9.jpeg,d3d2daf284b07838.jpeg,10,0,0
977,02003726ce4f0002.jpeg,c2f2b3e62031b5d3.jpeg,10,0,0
978,b2e6e733d8d8d8d9.jpeg,e5c988cbdad8d0b3.jpeg,2,1,7
979,0e6361ee6b28eccc.jpeg,2226263a5a4c3901.jpeg,0,10,0
980,7a7b2e7ef08188e4.jpeg,f2f6298ec6d62627.jpeg,3,7,0
981,52534ada9a061000.jpeg,6c3e3a79f9f2f878.jpeg,5,5,0
982,3b36c73371715f7f.jpeg,78e2e1f08ccbcfd7.jpeg,1,6,3
983,732d2a7bd9b8fcb5.jpeg,fcf89f0d3c58aaab.jpeg,2,8,0
984,03038b8bbc71c3bb.jpeg,243052736078adec.jpeg,10,0,0
985,3e36368c91964c44.jpeg,8e16ec0e06220acc.jpeg,10,0,0
986,647cef7ee6eee6f3.jpeg,82a48659759e8b6d.jpeg,10,0,0
987,e3d393939b1b3989.jpeg,f1e0e0f9fb6c6d5c.jpeg,10,0,0
988,c7e6e1cdad69e9ed.jpeg,d1f971ea9a7eeccc.jpeg,0,10,0
989,08b7661e352ad515.jpeg,49c0c8482d3ca6e6.jpeg,6,3,1
990,340407178b880400.jpeg,6f3d2ccdcc646a6e.jpeg,10,0,0
991,3469b3d8d9d99b6b.jpeg,6565d2fad04c4ec2.jpeg,1,6,3
992,a72f4b591b4b5a52.jpeg,cdc92322855f7974.jpeg,10,0,0
993,0ff217444e2c7a8a.jpeg,c8d952d6c353d398.jpeg,2,0,8
994,c4d0c8e524a6b4d8.jpeg,f6cfc9394cbab2a2.jpeg,10,0,0
995,4757d6c4e4d09b93.jpeg,f3e7e7e5e7c5e1ee.jpeg,8,0,2
996,c74683e339b9b830.jpeg,dbdbfbdbdedecedc.jpeg,10,0,0
997,0ff217444e2c7a8a.jpeg,5833339b26761ada.jpeg,1,9,0
998,0ea9c84146b696dc.jpeg,c1c189a8d8d8b07a.jpeg,0,10,0
999,bfbf2330644cccae.jpeg,d9f4924319000884.jpeg,0,10,0
1000,242d2c2c9da5e4e4.jpeg,c0e060ecb870677e.jpeg,1,3,6
1001,375f7c1e33d5cc68.jpeg,b535991a9d1acf8c.jpeg,0,10,0
1002,233377d5c9494910.jpeg,342015476e7f7e7f.jpeg,4,4,2
1003,61c7cb43c6ac1aba.jpeg,9f06662733333333.jpeg,0,10,0
1004,82961b229696c0fe.jpeg,9f8f95b136672383.jpeg,4,6,0
1005,8d0f0c6c64696961.png,bd2151b361d4cc15.jpeg,10,0,0
1006,7ce46978787b33d1.jpeg,ffdef9f17138d8d0.jpeg,4,4,2
1007,6868263d353d6963.jpeg,c3e7677ed6b38dad.jpeg,10,0,0
1008,110323f2f6de0b32.jpeg,d44848626458f874.jpeg,8,2,0
1009,6363635ad4be6d4c.jpeg,a422c60675a5c491.jpeg,5,3,2
1010,018dccce3cdcf6b2.jpeg,9b593939f9f9f155.jpeg,10,0,0
1011,1e5988858aa6b694.jpeg,5a3465c949651fcf.jpeg,9,1,0
1012,bab3af8a82f293d3.jpeg,ed62eac58f8f3d3e.jpeg,5,4,1
1013,7527a2a63c30da8e.jpeg,dbdbfbdbdedecedc.jpeg,7,1,2
1014,0e6361ee6b28eccc.jpeg,6656d6d6585bd7b1.jpeg,2,8,0
1015,30f65d09b132aae3.jpeg,9f8f95b136672383.jpeg,0,9,1
1016,64e3a5f10d000809.jpeg,a9afbbb167cf45f0.jpeg,8,2,0
1017,4d60525c3c3e3e66.jpeg,cd734649ca36bbdb.jpeg,1,5,4
1018,4d2a76444cd8d565.jpeg,662e0c63a377fe7e.jpeg,1,7,2
1019,486c2a898c8a8b8a.jpeg,647cef7ee6eee6f3.jpeg,0,10,0
1020,4d5513dbd343c313.jpeg,72e2e2a0e1c32159.jpeg,4,0,6
1021,24c9012c347d9587.jpeg,767513bb63b546c7.jpeg,5,4,1
1022,0006213919193c6c.jpeg,6c8b2336905c4271.jpeg,1,7,2
1023,87c7c7c7a4e56c6c.jpeg,b292b8e8c8e8d858.jpeg,10,0,0
1024,292199a931193945.jpeg,6178783164f2f219.jpeg,2,8,0
1025,85e5e4cc4ccc9bcf.jpeg,d6888ec73918c965.jpeg,6,2,2
1026,711747e969e8c201.jpeg,a8acc6d3db1f7e4e.jpeg,4,5,1
1027,d8494832ccc4d0f8.jpeg,e488f0e0f0595592.jpeg,8,1,1
1028,3191dde5a02cc298.jpeg,404606242e3a2612.jpeg,10,0,0
1029,1737171d35883a32.jpeg,8d8d2d134cd6d1c3.jpeg,1,7,2
1030,c85b92908798d0f9.jpeg,d8d8f8b8405273f3.jpeg,2,1,7
1031,153c34b4d978289c.jpeg,c0e16116264d8c20.jpeg,10,0,0
1032,90d0e1f1891310f1.jpeg,f0ccebc1c1cbcecc.jpeg,4,5,1
1033,6673f3ce4ef7dddd.jpeg,900dadcc8f25092c.jpeg,10,0,0
1034,8d81e2787cd6f354.jpeg,d09599199a933b5c.jpeg,10,0,0
1035,395df9ececcc2346.jpeg,9858d878b8bd7c30.jpeg,7,0,3
1036,5a5ae5d6c88ca048.jpeg,f0f2e0606012f2f8.jpeg,10,0,0
1037,8d81e2787cd6f354.jpeg,98787cec62269686.jpeg,10,0,0
1038,c7722c9e984ce86c.jpeg,e98b2a3b0d1fb999.jpeg,9,1,0
1039,747071e0f0a928e1.jpeg,8ccc56114be6f614.jpeg,6,3,1
1040,d969f9db9a86a446.jpeg,e2c6861206b898e2.jpeg,10,0,0
1041,81e1d191b0d0dbd3.jpeg,c20d11dad656aa33.jpeg,4,2,4
1042,c3e7677ed6b38dad.jpeg,f8e4949a94c58d2c.jpeg,1,2,7
1043,9c969cd7b3f68d80.jpeg,e4f0c80d8184d6a0.jpeg,1,8,1
1044,70d0e49591c5c030.jpeg,a3c7776f26674fdb.jpeg,4,6,0
1045,78df3c6049d8b8fe.jpeg,fce7e5b55a9535d6.jpeg,6,2,2
1046,40635356dcd1b2e6.jpeg,e3e3f2b1a2e24106.jpeg,9,0,1
1047,22672727040081c4.jpeg,d0c2480141200804.jpeg,9,1,0
1048,79f9e9e1e4741c60.jpeg,e3f9f0e9a3a2b927.jpeg,7,2,1
1049,8eacb434cd726264.jpeg,efdbeb5296726243.jpeg,0,1,9
1050,4146c73716b5b534.jpeg,c66c460626525327.jpeg,8,0,2
1051,00080424a6a32322.jpeg,9686c3cda9f871b9.jpeg,0,10,0
1052,747071e0f0a928e1.jpeg,ffdef9f17138d8d0.jpeg,9,0,1
1053,9f06662733333333.jpeg,d9bcdab19dc3717b.jpeg,10,0,0
1054,4cdc982a3a323919.jpeg,eebe9ca7465675e0.jpeg,10,0,0
1055,65b5cb8a0a4a465a.jpeg,7262646126722230.jpeg,10,0,0
1056,26062333369699d8.jpeg,d6a696b6f7bb73b7.jpeg,8,2,0
1057,482c9f8f972a2606.jpeg,e1e3ce44be1f9fcc.jpeg,0,9,1
1058,1f0cb49b5f3d3f3d.png,86aa9c7cbecf0dbf.jpeg,7,1,2
1059,7c4507addae0d0c0.jpeg,e488f0e0f0595592.jpeg,8,2,0
1060,c1c189a8d8d8b07a.jpeg,cd734649ca36bbdb.jpeg,10,0,0
1061,62763676a5d9e4c0.jpeg,c86263d1b0346627.jpeg,0,10,0
1062,6363635ad4be6d4c.jpeg,80e0b0fcff37dfa6.jpeg,5,1,4
1063,49c0c8482d3ca6e6.jpeg,a75558d8ac9c9c98.jpeg,0,10,0
1064,79e9cc9c86849c92.jpeg,e3ee62b595420b9b.jpeg,0,10,0
1065,34611b8bc3abc9e5.jpeg,b38293a7a7c01153.jpeg,2,7,1
1066,66268fab7b0f971f.jpeg,78df3c6049d8b8fe.jpeg,2,7,1
1067,26961a0b031261a7.jpeg,989c9a737bd7dbb3.jpeg,0,10,0
1068,00aee6e76dc2cbe9.jpeg,6c9891318da6a92c.jpeg,7,3,0
1069,90186c3af0c02686.jpeg,9999d149f95b31b9.jpeg,0,9,1
1070,5a981c985958a058.jpeg,d4d8f38292d6cd44.jpeg,10,0,0
1071,1e96a6f3b83cf0f0.jpeg,caea2a9bca78748f.jpeg,7,3,0
1072,00917f3e3e672e12.png,2d29aaf4f8f2d058.jpeg,0,7,3
1073,01000973e7e60044.jpeg,2622f0d0dac89e9e.jpeg,10,0,0
1074,0d6969e6e6f1d256.jpeg,c1c0d0c444a4b431.jpeg,10,0,0
1075,e3e767e6a4a66843.jpeg,fdfff73525a4002b.jpeg,6,0,4
1076,091c168ecb36690c.jpeg,95a9173395bc39d9.jpeg,1,4,5
1077,0ff217444e2c7a8a.jpeg,7262e2e1f0f9acb2.jpeg,4,5,1
1078,a3e2d092906565e3.jpeg,ae8c2d332145977f.jpeg,2,1,7
1079,7327274717bc7258.jpeg,8fcbaf8b68e58482.jpeg,0,10,0
1080,a7a3ffcb7eb6c6e8.jpeg,c1d78f8883870737.jpeg,10,0,0
1081,cf8f8fcfcfe7a76f.jpeg,d6d0ec64b4a7e34b.jpeg,8,0,2
1082,88dcccf9eb4ecc83.jpeg,c2f2defeba77d9d9.jpeg,10,0,0
1083,375f7c1e33d5cc68.jpeg,726243928383b2d2.jpeg,0,10,0
1084,71d6948c98999696.jpeg,f48c81d0b0e1c7c3.jpeg,7,2,1
1085,118ba5717d4c0bd0.jpeg,bd2151b361d4cc15.jpeg,2,1,7
1086,264e4624894be0f4.jpeg,81b8f37325b6b554.jpeg,10,0,0
1087,e8e272a6c6cec929.jpeg,fcf6beb4363832b8.jpeg,0,10,0
1088,0a6d6eebe9cce2e3.jpeg,242d2c2c9da5e4e4.jpeg,2,3,5
1089,044d59694f1a3b0a.jpeg,4757d6c4e4d09b93.jpeg,9,0,1
1090,955d9ecc433b9f6f.jpeg,e6e2d2da98889864.jpeg,10,0,0
1091,6c688c4d60d14b29.jpeg,f2f2c8c8a8a8ecc4.jpeg,5,5,0
1092,8fcbaf8b68e58482.jpeg,f3f2d4cadbddded3.jpeg,10,0,0
1093,133321a1613169cd.jpeg,b8ecccc8d0e79705.jpeg,6,4,0
1094,6048854c2a4c4c36.jpeg,a4a4a4b232b62c10.jpeg,5,0,5
1095,0084c1d3c81dd353.jpeg,604478b9bbfbfbfe.jpeg,1,7,2
1096,d0c2480141200804.jpeg,f6cfc9394cbab2a2.jpeg,6,4,0
1097,1737171d35883a32.jpeg,70d2c63612747e09.jpeg,2,5,3
1098,b292b8e8c8e8d858.jpeg,fbff65679bdef6fe.jpeg,10,0,0
1099,9539796523a32722.jpeg,98787cec62269686.jpeg,10,0,0
1100,81c2c888c0f0700f.jpeg,97466b696970f058.jpeg,2,8,0
1101,8ce666859cdc4ace.jpeg,b6db972f5647060f.jpeg,10,0,0
1102,65b5cb8a0a4a465a.jpeg,8d8d2d134cd6d1c3.jpeg,10,0,0
1103,70605edcf4c3a1cf.jpeg,71e15112383cae55.jpeg,8,1,1
1104,25711a6c6d249a32.jpeg,523292c5a998e0fd.jpeg,9,0,1
1105,6e664b6c0e0f0b1b.jpeg,b9189c7c584252ec.jpeg,10,0,0
1106,a8acc6d3db1f7e4e.jpeg,b8ecccc8d0e79705.jpeg,10,0,0
1107,30b1b696e74d3206.jpeg,595b53dbc2e4ad67.jpeg,1,7,2
1108,d95a6cbcdc387c68.jpeg,f4e6e4caca012aeb.jpeg,6,2,2
1109,71e15112383cae55.jpeg,bff9ece6fa371f5e.jpeg,0,10,0
1110,7373b3b7b3b3f3b3.jpeg,e3c959b199e8627a.jpeg,2,5,3
1111,20209294362d910c.jpeg,23233383696874b1.jpeg,10,0,0
1112,590332562fefc667.jpeg,a3a7e26a9833d3e3.jpeg,10,0,0
1113,63f3a4ac5874c4e4.jpeg,c4c9d0c1f84ee667.jpeg,10,0,0
1114,6667262cede8ecc1.jpeg,ecce967b707e77ee.jpeg,3,5,2
1115,864e4623d8bae992.jpeg,8e9ccd6945492db9.png,0,10,0
1116,18003d5ee6f80069.jpeg,cdad4c5832b2126a.jpeg,2,0,8
1117,996d9631715c8cb8.jpeg,beaeb3998fcff1fc.jpeg,1,9,0
1118,3b9919a9cccecb1c.jpeg,647cef7ee6eee6f3.jpeg,9,1,0
1119,1c9c9a0d59782e4a.jpeg,32334efef09c8a90.jpeg,9,1,0
1120,0e1e7f7c060a45c6.jpeg,c6d6e69716d69e8c.jpeg,2,6,2
1121,864e4623d8bae992.jpeg,bcb0c6901a137532.jpeg,3,7,0
1122,b2b3b3a3acececec.jpeg,beb85a4652f0747c.jpeg,5,2,3
1123,3ed2f3f3349a1616.jpeg,f0e0c8d1a684100c.jpeg,1,8,1
1124,3a96b6b2d3bc2ef0.jpeg,8880a0683a2cf3cd.jpeg,10,0,0
1125,656d0d5575f3e274.jpeg,f099d64e4bdb4b5b.jpeg,10,0,0
1126,656d0d5575f3e274.jpeg,d5e5e67612b2fa69.jpeg,10,0,0
1127,af5632e6472f8d8f.jpeg,c6cec8e474362723.png,0,10,0
1128,7373b3b7b3b3f3b3.jpeg,b5e7d2f5e6968d11.png,3,5,2
1129,1737171d35883a32.jpeg,e3e767e6a4a66843.jpeg,1,7,2
1130,2d6371732390d1d6.jpeg,f48c81d0b0e1c7c3.jpeg,6,1,3
1131,48b19393b3725333.jpeg,decdcd42169f9aaf.jpeg,8,2,0
1132,090132f0d836324f.jpeg,c381931504c090e4.jpeg,2,7,1
1133,693978f0e0c9cdec.jpeg,bebf3ab3f937ecfc.jpeg,0,7,3
1134,036cd8d82e6e6eec.jpeg,31395bf898aba686.jpeg,0,6,4
1135,149270991a64a484.jpeg,8e0b0bfad96f9e31.jpeg,10,0,0
1136,14e4a4f9f1e7d3fb.jpeg,c3648683c3f5f5fa.jpeg,8,0,2
1137,5d57170bac345ed5.jpeg,a6262e3ec1187232.jpeg,0,8,2
1138,3e3e3cfc39397915.jpeg,beaeb3998fcff1fc.jpeg,0,10,0
1139,a686c2e0eca829c2.jpeg,fce0c2c693cccccc.jpeg,10,0,0
1140,6de9f8e0e98d9999.jpeg,747071e0f0a928e1.jpeg,0,10,0
1141,6e664b6c0e0f0b1b.jpeg,cc7c789291a2b252.jpeg,10,0,0
1142,693978f0e0c9cdec.jpeg,a549596461ebd4fc.jpeg,6,2,2
1143,321b21233f9fecf9.jpeg,3839b998b8b8d035.jpeg,7,3,0
1144,110323f2f6de0b32.jpeg,cb5ad4c7f3e6d658.jpeg,10,0,0
1145,7278384c6c655517.jpeg,dadb646419b9998a.jpeg,2,7,1
1146,898e86c6ced89c34.jpeg,b3939b9b83828590.jpeg,5,5,0
1147,9a1c3c9ec4838689.jpeg,9a4cc1f336cdc81a.jpeg,1,4,5
1148,1c1b91b4326d71b9.jpeg,86aa9c7cbecf0dbf.jpeg,10,0,0
1149,1f1f9e7dbffee2a0.jpeg,b4b477367563a6b6.jpeg,9,0,1
1150,297371c56beb6b4e.jpeg,c6d6e69716d69e8c.jpeg,10,0,0
1151,14070706367b8727.jpeg,fb9d7b8228694e4a.jpeg,10,0,0
1152,a8f2e0e078f8ce6b.jpeg,b2d1d1c9acd8d8c4.jpeg,2,5,3
1153,72733261b09399d1.png,af5632e6472f8d8f.jpeg,0,10,0
1154,32334efef09c8a90.jpeg,767513bb63b546c7.jpeg,10,0,0
1155,18191b7060044770.jpeg,3e3a3ab73eb8bc5d.jpeg,4,4,2
1156,4089e5e46b478500.jpeg,8328f8d8ccd0fc8e.jpeg,7,2,1
1157,01561511da5a386f.jpeg,79f9e9e1e4741c60.jpeg,1,8,1
1158,00917f3e3e672e12.png,c2d8b0a08ccec680.jpeg,0,10,0
1159,20209294362d910c.jpeg,f4f4f0f967f8193c.jpeg,10,0,0
1160,400a49c934341411.jpeg,d6d0ec64b4a7e34b.jpeg,9,0,1
1161,00cec6f3a1ebe8c6.jpeg,a5c4e49c862638b9.jpeg,0,7,3
1162,39bd94b3b393e4e0.jpeg,da1a393b3be7e0ec.jpeg,10,0,0
1163,4c0c0b19cd1b92c6.jpeg,f2d2b1b1cdcc2931.jpeg,0,9,1
1164,1b9f9fefd93e60c0.jpeg,d89998b2d8903333.jpeg,10,0,0
1165,9d9032732531e8e0.jpeg,ecccc2cb491f7a78.jpeg,8,2,0
1166,f099d64e4bdb4b5b.jpeg,f3f9eca8a2f2f1e9.jpeg,2,7,1
1167,c787c3c5c7838183.jpeg,f878f87ab9e9b82e.jpeg,8,0,2
1168,2333b33970021303.jpeg,bc9dd67e788044f2.jpeg,9,0,1
1169,a4a4a4b232b62c10.jpeg,b7c5d96869cbdadb.jpeg,1,1,8
1170,66244d5b54541f2a.jpeg,78e2e1f08ccbcfd7.jpeg,1,4,5
1171,4146c73716b5b534.jpeg,4511303e7a5b5b52.jpeg,2,8,0
1172,1399e8eae27b6458.jpeg,6270707169a13935.jpeg,0,10,0
1173,82e168e961da0f0c.jpeg,f4f97bae7676d6f6.jpeg,7,1,2
1174,b2d1d1c9acd8d8c4.jpeg,e6e2d2da98889864.jpeg,4,4,2
1175,647cef7ee6eee6f3.jpeg,85ca4ae4c4e3c3c1.jpeg,10,0,0
1176,262e2c1ed22c1a5a.jpeg,aab2b2622692a8f0.jpeg,7,3,0
1177,d9cd9c1e38302500.jpeg,f3f9eca8a2f2f1e9.jpeg,1,8,1
1178,39bd94b3b393e4e0.jpeg,e46171f1b0f45514.jpeg,10,0,0
1179,22089cd651c0e672.jpeg,df7f3f7f253b346c.jpeg,2,2,6
1180,2c6868d161c4c356.jpeg,bff9ece6fa371f5e.jpeg,0,10,0
1181,0000ccc848368900.jpeg,5a5ae5d6c88ca048.jpeg,1,9,0
1182,01561511da5a386f.jpeg,732d2a7bd9b8fcb5.jpeg,6,0,4
1183,a72f4b591b4b5a52.jpeg,f1d9b5a4eb692b6b.jpeg,10,0,0
1184,6872f9f9a61e5074.jpeg,e8f4d3b4d074103c.jpeg,4,4,2
1185,1d0b20c05212496e.jpeg,3db1a0941a26234b.jpeg,6,1,3
1186,c645c3e2b69fc0f0.jpeg,d3c4ccfaf2e4f6f4.jpeg,2,8,0
1187,d9c9d89c9c53c68e.jpeg,e1e96978a699f924.jpeg,10,0,0
1188,c2080a4ae3221819.jpeg,cf4fecc3c2e0c040.jpeg,9,1,0
1189,86060e1313525b10.jpeg,f2d2b1b1cdcc2931.jpeg,0,10,0
1190,63f3a4ac5874c4e4.jpeg,84931016a5e35279.jpeg,10,0,0
1191,091c168ecb36690c.jpeg,e3ee62b595420b9b.jpeg,0,10,0
1192,938fcec35141d194.jpeg,a686c2e0eca829c2.jpeg,0,10,0
1193,d9999dd477470f17.jpeg,e1c4dc5868581018.jpeg,0,9,1
1194,3e1ebb964d2d3434.jpeg,e8f4d3b4d074103c.jpeg,5,5,0
1195,70d0e49591c5c030.jpeg,c6c64a4e2e161611.jpeg,9,1,0
1196,8d8d2d134cd6d1c3.jpeg,d5dddd5994dcd8a9.jpeg,1,9,0
1197,313339f939a6a343.jpeg,c4f0b3b83890dc3c.jpeg,2,3,5
1198,9c38390b19070e86.jpeg,c8c9d19391c8e8d2.jpeg,10,0,0
1199,854c921b0b565c33.jpeg,c8d952d6c353d398.jpeg,5,1,4
1200,280b9b682cddec9c.jpeg,8c9ff9f060f0f00c.jpeg,0,10,0
1201,7263e72689005359.png,c6846171933020fc.jpeg,1,8,1
1202,82e168e961da0f0c.jpeg,9f8f86a7b312c4e5.jpeg,0,10,0
1203,426e6224471d986c.jpeg,e62ebab5378381e0.jpeg,7,3,0
1204,6438203030b4b070.jpeg,ceb7f776f6ad7444.jpeg,5,4,1
1205,4ac6cec4c94b4bcc.jpeg,cce863e360d89062.jpeg,0,10,0
1206,80e478393c9272dc.jpeg,e8e272a6c6cec929.jpeg,6,0,4
1207,48ca644d55d4c6c3.jpeg,f2fafcb8da2920e4.jpeg,9,1,0
1208,302c2e29d89b89e9.jpeg,6279f9e5e16b4945.jpeg,5,4,1
1209,d8dadc7c3e9c81ab.jpeg,f8e4949a94c58d2c.jpeg,4,3,3
1210,acf0a084f3c8c8c2.jpeg,ff46645999c91836.jpeg,8,1,1
1211,3b3b333b9b40c088.jpeg,d8dadc7c3e9c81ab.jpeg,10,0,0
1212,8901e3995a6c95e3.jpeg,977e5e64696b6969.jpeg,5,4,1
1213,8880a0683a2cf3cd.jpeg,f7f9d97c98b5d892.jpeg,9,0,1
1214,5e5e5ecec6cc3b3f.jpeg,aab2b2622692a8f0.jpeg,8,2,0
1215,1db5eddeb5f90b4c.jpeg,9f8f86a7b312c4e5.jpeg,0,9,1
1216,1c9c9a0d59782e4a.jpeg,6a64e6e4f472b435.jpeg,10,0,0
1217,9950d09069b58985.jpeg,a79a889dcec2a62e.jpeg,2,8,0
1218,090132f0d836324f.jpeg,9950d09069b58985.jpeg,1,8,1
1219,8880a0683a2cf3cd.jpeg,a1408f9b16323535.jpeg,10,0,0
1220,00c0a19794626001.jpeg,5e5e5ecec6cc3b3f.jpeg,0,10,0
1221,a3a7e26a9833d3e3.jpeg,fbfb7a7e9a5a1c21.jpeg,2,7,1
1222,70d0e49591c5c030.jpeg,d26e2d51681909c0.jpeg,8,0,2
1223,061a512528898981.jpeg,1399e8eae27b6458.jpeg,10,0,0
1224,d6a696b6f7bb73b7.jpeg,f6f2f96c74381bb1.jpeg,9,1,0
1225,0006213919193c6c.jpeg,0d6969e6e6f1d256.jpeg,0,10,0
1226,3191dde5a02cc298.jpeg,ff7b3fdd9f1f3cf0.jpeg,9,0,1
1227,426e6224471d986c.jpeg,864e4623d8bae992.jpeg,8,1,1
1228,c888b18565091ad9.jpeg,e4f0c80d8184d6a0.jpeg,1,8,1
1229,6178783164f2f219.jpeg,c20d11dad656aa33.jpeg,10,0,0
1230,18d0c14ccdf39881.jpeg,3c1c3a309c940098.jpeg,0,10,0
1231,8e8e96969ca4a9b9.jpeg,e3e3f2b1a2e24106.jpeg,10,0,0
1232,044d59694f1a3b0a.jpeg,f48c81d0b0e1c7c3.jpeg,10,0,0
1233,7bcbe260f836b699.jpeg,e6e8889fc36413b3.jpeg,0,9,1
1234,00002020b4b8b026.jpeg,d8fc3d9d9cb7f7f6.jpeg,1,7,2
1235,8b886c4c32789293.jpeg,93a6c84e29baf060.jpeg,5,0,5
1236,20d69692acce30b5.jpeg,262e2c1ed22c1a5a.jpeg,5,2,3
1237,3f838323b99f3f9c.png,8d81e2787cd6f354.jpeg,2,2,6
1238,6c2aee637f797beb.jpeg,fb9d7b8228694e4a.jpeg,10,0,0
1239,90186c3af0c02686.jpeg,d61416a2386af078.jpeg,0,9,1
1240,052d230b03020280.jpeg,80e0b0fcff37dfa6.jpeg,8,1,1
1241,6363635ad4be6d4c.jpeg,7c5ecccce9629667.jpeg,0,10,0
1242,80c4c1c76ccc18d9.jpeg,9a4c4c646435b61a.jpeg,2,5,3
1243,72733261b09399d1.png,b0f0b8b071f5c1f1.jpeg,6,3,1
1244,c7e6e1cdad69e9ed.jpeg,f2f2c8c8a8a8ecc4.jpeg,0,10,0
1245,5b23a2d74fadcec7.png,e1e3ce44be1f9fcc.jpeg,9,1,0
1246,3cb573b23e6edf62.jpeg,e246c6e1912f1f8d.jpeg,7,3,0
1247,6253092c6f123554.jpeg,c9496989990b2808.jpeg,3,6,1
1248,b3939b9b83828590.jpeg,fcf8fecefcb466b6.jpeg,10,0,0
1249,c3648683c3f5f5fa.jpeg,cec7e44cecb574e4.jpeg,0,10,0
1250,72e2e2a0e1c32159.jpeg,dbdbfbdbdedecedc.jpeg,6,1,3
1251,6677f3cd3e7ef6fe.jpeg,c3c3e7c323318020.jpeg,1,5,4
1252,00b0e4c0d4c8e8b4.jpeg,cc988ce6cdcd9cb4.jpeg,2,6,2
1253,6565d2fad04c4ec2.jpeg,c0d049cb68a32000.jpeg,1,9,0
1254,979f8aa6ca8a91c2.jpeg,c66c460626525327.jpeg,10,0,0
1255,a4c4c28ce1e26060.jpeg,da9890d9cda736b7.jpeg,2,0,8
1256,0084c1d3c81dd353.jpeg,f4f97bae7676d6f6.jpeg,6,3,1
1257,18003d5ee6f80069.jpeg,18d0c14ccdf39881.jpeg,0,5,5
1258,66e6e6218dc9e0b9.png,a549596461ebd4fc.jpeg,5,0,5
1259,08006567257211b1.jpeg,9a8cac682c78f86c.jpeg,2,8,0
1260,09899d9a3267c823.jpeg,371f7f5e3e3e9796.jpeg,0,10,0
1261,27a7a2716be0b0b8.jpeg,7969c94b656e3670.jpeg,0,10,0
1262,4dc919332bd1c3d8.jpeg,d859b6d2c149a2a9.jpeg,2,7,1
1263,09899d9a3267c823.jpeg,565ee81a95b5e424.jpeg,5,5,0
1264,4953c76c65650f1b.png,97a1a9c382e43f3e.jpeg,10,0,0
1265,999387dcde1b3264.jpeg,b3724a1b1b1b1e2e.png,0,9,1
1266,1792bc2726757999.png,8e8e96969ca4a9b9.jpeg,0,10,0
1267,d3c4ccfaf2e4f6f4.jpeg,d6d0ec64b4a7e34b.jpeg,10,0,0
1268,80c4c1c76ccc18d9.jpeg,d8494832ccc4d0f8.jpeg,2,6,2
1269,c480e060e2666c6c.jpeg,fef2f2e6cb99ac9b.jpeg,3,4,3
1270,c86263d1b0346627.jpeg,cda7b6383831303a.jpeg,10,0,0
1271,3d3f276c75b5bebe.png,6279f9e5e16b4945.jpeg,1,8,1
1272,c5c64cf4d25291c0.jpeg,e9e9e9e16b6bd8cd.jpeg,6,2,2
1273,cce863e360d89062.jpeg,f0f4c56c1c98519b.jpeg,10,0,0
1274,61c7cb43c6ac1aba.jpeg,e0c8d8c9c6d26526.jpeg,4,0,6
1275,02003726ce4f0002.jpeg,afadca4a96bc7a7e.jpeg,10,0,0
1276,87c2e8e481d0f2a7.jpeg,b2d1d1c9acd8d8c4.jpeg,9,0,1
1277,2427c9d4b7c6988c.jpeg,3d9dddcfcf573257.jpeg,6,2,2
1278,49c0c8482d3ca6e6.jpeg,6363635ad4be6d4c.jpeg,2,3,5
1279,707474e5cd4acdc9.jpeg,b7f3d69c3932cc30.jpeg,0,10,0
1280,98d9c71ff2649871.jpeg,d8fc3d9d9cb7f7f6.jpeg,0,9,1
1281,a9afbbb167cf45f0.jpeg,da97a5cd6c4cdedc.jpeg,5,1,4
1282,2e1613137a6e6587.jpeg,b3939b9b83828590.jpeg,0,10,0
1283,60605a783c25068b.jpeg,f1f3d9e8fe4fe7ad.jpeg,10,0,0
1284,d5e5e67612b2fa69.jpeg,ecce967b707e77ee.jpeg,9,1,0
1285,99995351b0b0aaab.jpeg,e3e3f2b1a2e24106.jpeg,4,5,1
1286,00c0e63edacd4c51.jpeg,6120874b05216e9c.jpeg,2,8,0
